periodo	numero_periodo	numero_unico	estado	fecha_publicacion	fecha_actualizacion	legislatura	proponente	grupo_parlamentario	autores	adherentes	sectores	tiene_ley	titulo
2016-2021	02775	02775/2017-CR	Dictamen	2018/04/24	2019/09/10	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Huilca Flores Indira Isabel;Arce Cáceres Richard;Glave Remy Marisa;Dammert Ego Aguirre Manuel Enrique Ernesto;Ochoa Pezo Édgar Américo;Pariona Tarqui Tania Edith"	""	"Trabajo y Seguridad Social;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY DE JUSTICIA PENSIONARIA
2016-2021	02776	02776/2017-PE	Orden del Día	2018/04/26	2019/09/24	Segunda Legislatura Ordinaria 2017	Poder Ejecutivo		""	""	"Justicia y Derechos Humanos"	true	LEY QUE MODIFICA LOS ARTÍCULOS 65, 66 Y LA DÉCIMA SÉTIMA DISPOSICIÓN COMPLEMENTARIA FINAL DE LA LEY 30230, LEY QUE ESTABLECE MEDIDAS TRIBUTARIAS, SIMPLIFICACIÓN DE PROCEDIMIENTOS Y PERMISOS PARA LA PROMOCIÓN Y DINAMIZACIÓN DE LA INVERSIÓN EN EL PAÍS, E INCORPORA EL ARTÍCULO 65-A A LA CITADA LEY
2016-2021	02777	02777/2017-CR	En comisión	2018/04/30	2020/08/17	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Salazar De La Torre Milagros Emperatriz;Andrade Salguero de Álvarez Gladys Griselda;Arimborgo Guerra Tamar;Martorell Sobero Guillermo Hernán;Melgarejo Páucar María Cristina;Miyashiro Arashiro Marco Enrique"	"Donayre Gotzch Edwin Alberto"	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas"	true	LEY QUE AUTORIZA EL CAMBIO DE ESPECIALIDAD FUNCIONAL Y CAMBIO DE CATEGORÍA EN LA LÍNEA DE CARRERA DEL PERSONAL DEL SERVICIO DE SANIDAD DE LA POLICÍA NACIONAL DEL PERÚ
2016-2021	02778	02778/2017-PE	Publicado El Peruano	2018/04/30	2018/07/07	Segunda Legislatura Ordinaria 2017	Poder Ejecutivo		""	""	"Relaciones Exteriores"	true	RESOLUCIÓN LEGISLATIVA QUE APRUEBA EL CONVENIO SOBRE EL TRABAJO DECENTE PARA LAS TRABAJADORAS Y LOS TRABAJADORES DOMÉSTICOS
2016-2021	02779	02779/2017-CR	Autógrafa	2018/05/02	2018/10/04	Segunda Legislatura Ordinaria 2017	Congreso	Frente Amplio por Justicia, Vida y Libertad	"Apaza Ordóñez Justiniano Rómulo;Rozas Beltrán Wilbert Gabriel;Morales Ramírez Edyson Humberto;Foronda Farro María Elena;Lapa Inga Zacarías Reymundo;Arana Zegarra Marco Antonio"	""	"Vivienda y Construcción"	true	LEY QUE ESTABLECE MEDIDAS PARA ATENDER A LA POBLACIÓN DAMNIFICADA CON VIVIENDA COLAPSADA O INHABITABLE Y A LA POBLACIÓN DAMNIFICADA CON VIVIENDA CON DAÑO RECUPERABLE
2016-2021	02780	02780/2017-CR	Dictamen	2018/05/02	2020/07/21	Segunda Legislatura Ordinaria 2017	Congreso	Célula Parlamentaria Aprista	"Mulder Bedoya Claude Maurice;Velásquez Quesquén Angel Javier;Rodríguez Zavaleta Elías Nicolás;Del Castillo Gálvez Jorge Alfonso Alejandro"	""	"Transportes y Comunicaciones;Ciencia, Innovación y Tecnología"	true	LEY QUE DECLARA EL ACCESO A INTERNET COMO UN DERECHO HUMANO
2016-2021	02781	02781/2017-CR	Dictamen Negativo	2018/05/02	2018/06/20	Segunda Legislatura Ordinaria 2017	Congreso	Alianza por el Progreso	"Espinoza Cruz Marisol;Montenegro Figueroa Gloria Edelmira;Acuña Núñez Richard Frank;Vásquez Sánchez César Henry;Narváez Soto Eloy Ricardo;Donayre Gotzch Edwin Alberto"	""	"Energía y Minas"	true	LEY QUE DEROGA LOS DECRETOS SUPREMOS 006, 007, 008, 009, 010-2018-EM, QUE APRUEBAN CONTRATOS DE LICENCIA PARA LA EXPLORACIÓN Y EXPLOTACIÓN DE HIDROCARBUROS EN EL MAR, DESDE ÁNCASH, PIURA HASTA TUMBES
2016-2021	02782	02782/2017-CR	En comisión	2018/05/02	2018/05/07	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Martorell Sobero Guillermo Hernán;Castro Grández Miguel Antonio;Melgarejo Páucar María Cristina;Arimborgo Guerra Tamar;Segura Izquierdo César Antonio;Miyashiro Arashiro Marco Enrique"	""	"Trabajo y Seguridad Social"	true	LEY QUE INCORPORA AL SEGURO SOCIAL DE SALUD Y AL SISTEMA NACIONAL DE PENSIONES A LOS TRANSPORTISTAS DE PERSONAS Y CARGA, ASÍ COMO A LOS TAXISTAS Y MOTOTAXISTAS
2016-2021	02783	02783/2017-CR	En comisión	2018/05/02	2019/04/25	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Tapia Bernal Segundo Leocadio;Cuadros Candia Nelly Lady;Figueroa Minaya Modesto;Noceda Chiang Paloma Rosa;Andrade Salguero de Álvarez Gladys Griselda;Saavedra Vela Esther;Ticlla Rafael Carlos Humberto"	""	"Presupuesto y Cuenta General de la República;Trabajo y Seguridad Social"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL NONBRAMIENTO DE LOS TRABAJADORES QUE PRESTAN SERVICIO EN LAS DIFERENTES ENTIDADES DEL ESTADO, CONTRATADOS BAJO LA MODALIDAD CAS A NIVEL NACIONAL
2016-2021	02784	02784/2017-CR	En comisión	2018/05/02	2018/05/07	Segunda Legislatura Ordinaria 2017	Congreso	Frente Amplio por Justicia, Vida y Libertad	"Apaza Ordóñez Justiniano Rómulo;Arana Zegarra Marco Antonio;Cevallos Flores Hernando Ismael;Curro López Edilberto;Foronda Farro María Elena;Rozas Beltrán Wilbert Gabriel"	""	"Trabajo y Seguridad Social"	true	LEY QUE MODIFICA EL DECRETO LEY 19990
2016-2021	02785	02785/2017-CR	En comisión	2018/05/02	2018/05/07	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Palma Mendoza José Marvín;Yika García Luis Alberto;Echevarría Huamán Sonia Rosario;Ávila Rojas Lucio;Montenegro Figueroa Gloria Edelmira;Galván Vento Clayton Flavio;Donayre Gotzch Edwin Alberto"	""	"Pueblos Andinos, Amazónicos y Afroperuanos, Ambiente y Ecología;Justicia y Derechos Humanos"	true	LEY DE PROTECCIÓN Y RECUPERACIÓN DE ZONAS FORESTALES Y FORMACIONES BOSCOSAS
2016-2021	02786	02786/2017-CR	En comisión	2018/05/02	2018/05/07	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Palma Mendoza José Marvín;Ávila Rojas Lucio;De Belaunde De Cárdenas Alberto;Echevarría Huamán Sonia Rosario;Montenegro Figueroa Gloria Edelmira;Yika García Luis Alberto"	""	"Trabajo y Seguridad Social"	true	LEY QUE MODIFICA LA LEY 30012, LEY QUE CONCEDE EL DERECHO DE LICENCIA A TRABAJADORES CON FAMILIARES QUE SE ENCUENTRAN CON ENFERMEDAD EN ESTADO GRAVE O TERMINAL O SUFRAN ACCIDENTE GRAVE
2016-2021	02787	02787/2017-CR	En comisión	2018/05/02	2018/05/07	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Palma Mendoza José Marvín;Echevarría Huamán Sonia Rosario;Montenegro Figueroa Gloria Edelmira;Yika García Luis Alberto;Ávila Rojas Lucio;Galván Vento Clayton Flavio;Donayre Gotzch Edwin Alberto"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA Y DE PREFERENTE INTERÉS NACIONAL LA CREACIÓN DEL DISTRITO DE PENACHI EN LA PROVINCIA DE LAMBAYEQUE, DEPARTAMENTO DE LAMBAYEQUE
2016-2021	02788	02788/2017-CR	Publicado El Peruano	2018/05/02	2020/09/25	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Galván Vento Clayton Flavio;Ávila Rojas Lucio;Bocangel Weydert Guillermo Augusto;Donayre Gotzch Edwin Alberto;Echevarría Huamán Sonia Rosario;Palma Mendoza José Marvín;Robles Uribe Lizbeth Hilda;Yika García Luis Alberto"	""	"Transportes y Comunicaciones"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL, LA CONSTRUCCIÓN DEL AEROPUERTO NACIONAL DE COCHAMARCA, DISTRITO DE VICCO, PROVINCIA Y DEPARTAMENTO DE PASCO
2016-2021	02789	02789/2017-CR	Al Archivo	2018/05/02	2019/09/10	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Costa Santolalla Gino Francisco;Lombardi Elías Guido Ricardo;Zeballos Salinas Vicente Antonio;De Belaunde De Cárdenas Alberto;Del Águila Herrera Edmundo;Montenegro Figueroa Gloria Edelmira"	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas"	true	LEY QUE MODIFICA EL ARTÍCULO 45 DEL DECRETO LEGISLATIVO 1149, LEY DE LA CARRERA Y SITUACIÓN DEL PERSONAL DE LA POLICÍA NACIONAL DEL PERÚ, PARA FORTALECER LOS ÓRGANOS DE INTELIGENCIA Y DE INVESTIGACIÓN CRIMINAL DEL MINISTERIO DE INTERIOR Y LA POLICÍA NACIONAL EN LA LUCHA CONTRA EL CRIMEN ORGANIZADO
2016-2021	02790	02790/2017-CR	En comisión	2018/05/02	2018/05/07	Segunda Legislatura Ordinaria 2017	Congreso	Peruanos por el Kambio	"Violeta López Gilbert Félix;Donayre Pasquel Patricia Elizabeth;Meléndez Celis Jorge Enrique;Aráoz Fernández Mercedes Rosalba;Flores Vílchez Clemente;Sánchez Alva Janet Emilia"	""	"Constitución y Reglamento"	true	RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL ARTÍCULO 68 DEL REGLAMENTO DEL CONGRESO RESPECTO A LAS MOCIONES DE ORDEN DEL DÍA PARA EL CASO DE PROPOSICIONES DE CARÁCTER DECLARATIVO
2016-2021	02791	02791/2017-PE	Publicado El Peruano	2018/05/02	2018/07/19	Segunda Legislatura Ordinaria 2017	Poder Ejecutivo		""	""	"Constitución y Reglamento"	true	FACULTADES.-EJECUTIVO/LEGISLAR EN MATERIA TRIBUTARIA Y FINANCIERA, DE GESTIÓN ECONÓMICA Y COMPETITIVIDAD, DE RECONSTRUCCIÓN Y CIERRE DE BRECHAS EN INFRAESTRUCTURA Y SERVICIOS, DE INTEGRIDAD Y LUCHA CONTRA LA CORRUPCIÓN, DE PREVENCIÓN Y PROTECCIÓN DE PERSONAS EN SITUACIÓN DE VIOLENCIA Y VULNERABILIDAD Y DE MODERNIZACIÓN DE LA GESTIÓN DEL ESTADO
2016-2021	02792	02792/2017-CR	Publicado El Peruano	2018/05/03	2019/08/27	Segunda Legislatura Ordinaria 2017	Congreso	Peruanos por el Kambio	"Violeta López Gilbert Félix;Donayre Pasquel Patricia Elizabeth;Meléndez Celis Jorge Enrique;Aráoz Fernández Mercedes Rosalba;De Belaunde De Cárdenas Alberto;Bruce Montes De Oca Carlos Ricardo;Sheput Moore Juan Manuel Kosme;Dávila Vizcarra Sergio Francisco Félix;Flores Vílchez Clemente;Olaechea Álvarez Calderón Pedro Carlos"	""	"Justicia y Derechos Humanos"	true	LEY QUE INCORPORA EL DELITO DE FINANCIAMIENTO ILÍCITO DE ORGANIZACIONES POLÍTICAS AL CÓDIGO PENAL
2016-2021	02793	02793/2017-CR	En comisión	2018/05/03	2018/05/07	Segunda Legislatura Ordinaria 2017	Congreso	Frente Amplio por Justicia, Vida y Libertad	"Arana Zegarra Marco Antonio;Apaza Ordóñez Justiniano Rómulo;Curro López Edilberto;Foronda Farro María Elena;Morales Ramírez Edyson Humberto;Rozas Beltrán Wilbert Gabriel"	""	"Constitución y Reglamento"	true	RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL REGLAMENTO DEL CONGRESO PARA TRANSPARENTAR LA GESTIÓN DE INTERESES EN EL CONGRESO DE LA REPÚBLICA
2016-2021	02794	02794/2017-CR	Al Archivo	2018/05/03	2019/04/03	Segunda Legislatura Ordinaria 2017	Congreso	Célula Parlamentaria Aprista	"Velásquez Quesquén Angel Javier;Del Castillo Gálvez Jorge Alfonso Alejandro;Rodríguez Zavaleta Elías Nicolás;Mulder Bedoya Claude Maurice"	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas"	true	LEY DE REINVINDICACIÓN DEL PERSONAL MILITAR AFECTADO EN LOS PROCESOS DE ASCENSOS Y PASES AL REETIRO DURANTE EL PERÍODO 2012-2016 DE CONFORMIDAD CON EL INFORME DEL GRUPO DE TRABAJO CONFORMADO POR LA RESOLUCIÓN MINISTERIAL N° 931-2016-DE/SG
2016-2021	02795	02795/2017-CR	Orden del Día	2018/05/03	2019/09/10	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Costa Santolalla Gino Francisco;De Belaunde De Cárdenas Alberto;Montenegro Figueroa Gloria Edelmira;Lombardi Elías Guido Ricardo;Torres Morales Miguel Ángel;Glave Remy Marisa;Del Águila Herrera Edmundo;Letona Pereyra María Úrsula Ingrid"	""	"Justicia y Derechos Humanos"	true	LEY QUE MODIFICA EL CÓDIGO PROCESAL PENAL PROMULGADO POR DECRETO LEGISLATIVO 957, RESPECTO A LA VIDEO CONFERENCIA PARA LOS ACTOS PROCESALES DE LAS PERSONAS PRIVADAS DE LIBERTAD POR CRIMEN ORGANIZADO BAJO EL RÉGIMEN CERRADO ESPECIAL
2016-2021	02796	02796/2017-CR	Publicado El Peruano	2018/05/03	2018/12/29	Segunda Legislatura Ordinaria 2017	Congreso	Célula Parlamentaria Aprista	"León Romero Luciana Milagros;Del Castillo Gálvez Jorge Alfonso Alejandro;Rodríguez Zavaleta Elías Nicolás"	""	"Mujer y Familia;Justicia y Derechos Humanos"	true	LEY QUE CREA EL REGISTRO DE PERSONAS CONDENAS POR VIOLENCIA FÍSICA, PSICOLÓGICA Y SEXUAL DE ACCESO LIBRE Y GRATUITO
2016-2021	02797	02797/2017-CR	En comisión	2018/05/03	2018/05/08	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Yika García Luis Alberto;Donayre Gotzch Edwin Alberto;Villavicencio Cárdenas Francisco Javier;Alcalá Mateo Percy Eloy;Ávila Rojas Lucio;Bustos Espinoza Estelita Sonia;Montenegro Figueroa Gloria Edelmira;Sarmiento Betancourt Freddy Fernando"	""	"Educación, Juventud y Deporte"	true	LEY QUE DECLARA DE INTERÉS NACIONAL LA INCORPORACIÓN DEL CURSO DE SOCIEDAD, FAMILIA Y VALORES EN LA CURRICULA DE LA EDUCACIÓN BÁSICA REGULAR DE PRIMARIA Y SECUNDARIA
2016-2021	02798	02798/2017-MP	Retirado	2018/05/03	2018/11/27	Segunda Legislatura Ordinaria 2017	Ministerio Público		""	""	"Trabajo y Seguridad Social;Justicia y Derechos Humanos"	true	LEY DE LA CARRERA DEL TRABAJADOR DEL MINISTERIO PÚBLICO
2016-2021	02799	02799/2017-CR	En comisión	2018/05/03	2018/05/08	Segunda Legislatura Ordinaria 2017	Congreso	Célula Parlamentaria Aprista	"Del Castillo Gálvez Jorge Alfonso Alejandro;Velásquez Quesquén Angel Javier;León Romero Luciana Milagros;Lescano Ancieta Yonhy;Vilcatoma De La Cruz Yeni;Arimborgo Guerra Tamar;Rodríguez Zavaleta Elías Nicolás"	""	"Vivienda y Construcción"	true	LEY QUE ADJUDICA A TÍTULO GRATUITO UN BIEN INMUEBLE DE PROPIEDAD DEL ESTADO EN FAVOR DEL COLEGIO DE ABOGADOS DE LIMA
2016-2021	02800	02800/2017-CR	Orden del Día	2018/05/03	2019/08/16	Segunda Legislatura Ordinaria 2017	Congreso	No Agrupados	"Yika García Luis Alberto;Donayre Gotzch Edwin Alberto;Villavicencio Cárdenas Francisco Javier;Donayre Pasquel Patricia Elizabeth;Alcalá Mateo Percy Eloy;Bustos Espinoza Estelita Sonia;Montenegro Figueroa Gloria Edelmira;Sarmiento Betancourt Freddy Fernando"	""	"Educación, Juventud y Deporte"	true	LEY DEL SERVICIO CIVIL DE GRADUANDOS SECIGRA-CIENCIAS AGROPECUARIAS
2016-2021	02801	02801/2017-CR	En comisión	2018/05/03	2018/05/08	Segunda Legislatura Ordinaria 2017	Congreso	Acción Popular	"Lescano Ancieta Yonhy;García Belaunde Víctor Andrés;Villanueva Mercado Armando;Román Valdivia Miguel;Del Águila Herrera Edmundo"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY DE LEVANTAMIENTO DE LA SUSPENSIÓN DE LA APLICACION DEL ARTÍCULO XVI DEL TÍTULO PRELIMINAR DEL CÓDIGO TRIBUTARIO-NORMA ANTIELUSIÓN
2016-2021	02802	02802/2017-CR	En comisión	2018/05/03	2018/05/08	Segunda Legislatura Ordinaria 2017	Congreso	Acción Popular	"Lescano Ancieta Yonhy;Villanueva Mercado Armando;Román Valdivia Miguel;Del Águila Herrera Edmundo;García Belaunde Víctor Andrés"	""	"Fiscalización y Contraloría"	true	LEY QUE MODIFICA EL ARTÍCULO 19 DE LA LEY 27785, LEY ORGÁNICA DEL SISTEMA NACIONAL DE CONTROL, MODIFICADA POR LEY 30742, LEY DE FORTALECICMIENTO DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA Y DEL SISTEMA NACIONAL DE CONTROL
2016-2021	02803	02803/2017-CR	En comisión	2018/05/03	2018/05/08	Segunda Legislatura Ordinaria 2017	Congreso	Acción Popular	"García Belaunde Víctor Andrés;Villanueva Mercado Armando;Del Águila Herrera Edmundo;Lescano Ancieta Yonhy;Román Valdivia Miguel"	""	"Constitución y Reglamento"	true	RESOLUCIÓN LEGISLATIVA QUE ESTABLECE MEDIDAS LEGALES PARA CONGRESISTAS ELECTOS QUE TIENEN PROCESOS PENALES CON ANTERIORIDAD A SU ELECCIÓN
2016-2021	02804	02804/2017-CR	Dictamen	2018/05/04	2019/09/10	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Ramírez Gamarra Osías;Domínguez Herrera Carlos Alberto;Aguilar Montenegro Wilmer;Segura Izquierdo César Antonio;Pariona Galindo Federico;Trujillo Zegarra Gilmer;Palomino Ortiz Dalmiro Feliciano"	""	"Fiscalización y Contraloría"	true	LEY QUE MODIFICA EL ARTÍCULO 12, 22, 26 DE LA LEY 27806, LEY DE TRANSPARENCIA Y ACCESO A LA INFORMACIÓN PÚBLICA
2016-2021	02805	02805/2017-CR	Publicado El Peruano	2018/05/04	2018/12/19	Segunda Legislatura Ordinaria 2017	Congreso	Nuevo Perú	"Zeballos Patrón Horacio;Glave Remy Marisa;Huilca Flores Indira Isabel;Ochoa Pezo Édgar Américo;Pariona Tarqui Tania Edith;Quintanilla Chacón Alberto Eugenio"	""	"Pueblos Andinos, Amazónicos y Afroperuanos, Ambiente y Ecología;Defensa del Consumidor y Organismos Reguladores de los Servicios Públicos"	true	LEY QUE PROPONE EL USO RESPONSABLE Y REDUCCIÓN PROGRESIVA EL USO BOLSAS PLÁSTICAS
2016-2021	02806	02806/2017-CR	Dictamen Negativo	2018/05/04	2018/06/20	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Sarmiento Betancourt Freddy Fernando;Schaefer Cuculiza Karla Melissa;Tapia Bernal Segundo Leocadio;Albrecht Rodríguez Víctor Augusto;Alcalá Mateo Percy Eloy;Del Águila Cárdenas Juan Carlos;Elías Ávalos Miguel Ángel;Lizana Santos Mártires;López Vilela Luis Humberto;Ventura Ángel Roy Ernesto"	""	"Energía y Minas"	true	LEY QUE DEROGA LOS DECRETOS SUPREMOS 006, 007, 008, 009 y 010-2018-EM, QUE APRUEBAN LOS CONTRATOS DE LICENCIA PARA EXPLORACIÓN Y EXPLOTACIÓN DE HIDROCARBUROS DE LOTES UBICADOS EN EL ZÓCALO CONTINENTAL FRENTE A LAS COSTAS DE LAS PROVINCIAS DE TUMBES, CONTRALMIRANTE VILLAR, PAITA, SECHURA, CHICLAYO, LAMBAYEQUE, SANTA, CASMA Y HUARMEY
2016-2021	02807	02807/2017-PE	Publicado El Peruano	2018/05/04	2019/02/13	Segunda Legislatura Ordinaria 2017	Poder Ejecutivo		""	""	"Relaciones Exteriores"	true	RESOLUCIÓN LEGISLATIVA QUE APRUEBA EL 'CONVENIO SOBRE LA CIBERDELINCUENCIA', ADOPTADO EL 23 DE NOVIEMBRE DE 2001, EN LA CIUDAD DE BUDAPEST
2016-2021	02808	02808/2017-PE	Orden del Día	2018/05/04	2019/09/17	Segunda Legislatura Ordinaria 2017	Poder Ejecutivo		""	""	"Relaciones Exteriores"	true	RESOLUCIÓN LEGISLATIVA QUE APRUEBA EL 'PROTOCOLO DE 2014 RELATIVO AL CONVENIO SOBRE EL TRABAJO FORZOSO, 1930', ADOPTADO EL 11 DE JUNIO DE 2014, EN EL MARCO DE LA 103° REUNIÓN DE LA CONFERENCIA INTERNACIONAL DEL TRABAJO DE LA ORGANIZACIÓN INTERNACIONAL DEL TRABAJO (OIT) CELEBRADA EN GINEBRA, SUIZA.
2016-2021	02809	02809/2017-PE	Orden del Día	2018/05/04	2020/10/01	Segunda Legislatura Ordinaria 2017	Poder Ejecutivo		""	""	"Relaciones Exteriores"	true	RESOLUCIÓN LEGISLATIVA QUE APRUEBA LA 'CONVENCIÓN INTERAMERICANA SOBRE LA PROTECCIÓN DE LOS DERECHOS HUMANOS DE LAS PERSONAS MAYORES', ADOPTADO EL 15 DE JUNIO DE 2015 EN EL MARCO DEL 45° PERÍODO ORDINARIO DE SESIONES DE LA ASAMBLEA GENERAL DE LA ORGANIZACIÓN DE LOS ESTADOS AMERICANOS (OEA) EN WASHINGTON, D.C.,ESTADOS UNIDOS DE AMÉRICA
2016-2021	02810	02810/2017-CR	Orden del Día	2018/05/07	2019/09/10	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Cuadros Candia Nelly Lady;Arimborgo Guerra Tamar;Lizana Santos Mártires;Beteta Rubín Karina Juliza;Noceda Chiang Paloma Rosa;Domínguez Herrera Carlos Alberto;Vergara Pinto Edwin"	""	"Agraria"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA ELIMINACIÓN DEFINITIVA DE LA MOSCA DE LA FRUTA EN TODOS LOS CULTIVOS SUSCEPTIBLES DEL PAÍS
2016-2021	02811	02811/2017-CR	Publicado El Peruano	2018/05/07	2018/10/04	Segunda Legislatura Ordinaria 2017	Congreso	Multipartidario	"Choquehuanca De Villanueva Ana María;García Belaunde Víctor Andrés;Apaza Ordóñez Justiniano Rómulo;Dávila Vizcarra Sergio Francisco Félix;Guía Pianto Moisés Bartolomé;Meléndez Celis Jorge Enrique;Oliva Corrales Alberto Eugenio;Román Valdivia Miguel;Sheput Moore Juan Manuel Kosme;Villanueva Mercado Armando;Zeballos Patrón Horacio"	"Aramayo Gaona Alejandra"	"Vivienda y Construcción"	true	LEY QUE APRUEBA MEDIDAS ESPECIALES PARA ATENCIÓN DE BENEFICIARIOS DE ATENCIÓN EXTRAORDINARIA DEL BONO FAMILIAR HABITACIONAL A POBLACIÓN DAMNIFICADA CON VIVIENDA COLAPSADA O INHABITABLE Y CON EL BONO DE PROTECCIÓN DE VIVIENDA VULNERABLES A LOS RIESGOS SÍSMICOS CONSTITUIDA POR POBLACIÓN DAMNIFICADA CON VIVIENDA CON DAÑO RECUPERABLE
2016-2021	02812	02812/2017-CR	En comisión	2018/05/07	2018/05/09	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Figueroa Minaya Modesto;Andrade Salguero de Álvarez Gladys Griselda;Arimborgo Guerra Tamar;Lizana Santos Mártires;Beteta Rubín Karina Juliza;Trujillo Zegarra Gilmer;Del Águila Cárdenas Juan Carlos;Castro Grández Miguel Antonio;Dipas Huamán Miky Joaquín"	""	"Justicia y Derechos Humanos"	true	LEY QUE MODIFICA EL ARTÍCULO 111 DEL CÓDIGO PENAL, SOBRE EL DELITO DE HOMICIDIO CULPOSO
2016-2021	02813	02813/2017-CR	En comisión	2018/05/07	2018/05/09	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Martorell Sobero Guillermo Hernán;Ananculi Gómez Betty Gladys;Del Águila Cárdenas Juan Carlos;Ponce Villarreal De Vargas Yesenia;Miyashiro Arashiro Marco Enrique;Ventura Ángel Roy Ernesto"	""	"Vivienda y Construcción"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA PROMOCIÓN Y CREACIÓN DEL 'PROGRAMA NACIONAL INCLUSIVO DE VIVIENDA JUVENIL'-PRONAVIJU
2016-2021	02814	02814/2017-CR	Orden del Día	2018/05/07	2019/09/10	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Miyashiro Arashiro Marco Enrique;Salazar Miranda Octavio Edilberto;Salgado Rubianes Luz Filomena;Figueroa Minaya Modesto;Melgar Valdez Elard Galo;Del Águila Cárdenas Juan Carlos"	""	"Justicia y Derechos Humanos"	true	LEY QUE GARANTIZA QUE EL ESTADO COBRE LAS REPARACIONES CIVILES A LOS CONDENADOS POR TERRORISMO
2016-2021	02815	02815/2017-CR	En comisión	2018/05/08	2018/05/10	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Albrecht Rodríguez Víctor Augusto;Alcalá Mateo Percy Eloy;Lizana Santos Mártires;Castro Grández Miguel Antonio;Segura Izquierdo César Antonio;Tubino Arias Schreiber Carlos Mario Del Carmen;Melgar Valdez Elard Galo;Domínguez Herrera Carlos Alberto"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado;Vivienda y Construcción"	true	LEY GENERAL DE URBANISMO
2016-2021	02816	02816/2017-CR	En comisión	2018/05/08	2018/05/10	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Sarmiento Betancourt Freddy Fernando;Lazo Julca Israel Tito;Ticlla Rafael Carlos Humberto;Torres Morales Miguel Ángel;Villavicencio Cárdenas Francisco Javier;Yuyes Meza Juan Carlo"	""	"Producción, Micro y Pequeña Empresa y Cooperativas"	true	LEY QUE PROMUEVE LA FORMALIZACIÓN DE LAS MICRO Y PEQUEÑAS EMPRESAS Y FOMENTA EL CUIDADO DEL MEDIO AMBIENTE
2016-2021	02817	02817/2017-CR	En comisión	2018/05/08	2018/09/07	Segunda Legislatura Ordinaria 2017	Congreso	Frente Amplio por Justicia, Vida y Libertad	"Arana Zegarra Marco Antonio;Curro López Edilberto;Foronda Farro María Elena;Morales Ramírez Edyson Humberto;Lapa Inga Zacarías Reymundo;Rozas Beltrán Wilbert Gabriel"	""	"Justicia y Derechos Humanos"	true	LEY QUE MODIFICA EL CÓDIGO PENAL PARA INCLUIR EL DELITO DE ACOSO
2016-2021	02818	02818/2017-CR	Orden del Día	2018/05/08	2019/03/25	Segunda Legislatura Ordinaria 2017	Congreso	Fuerza Popular	"Cuadros Candia Nelly Lady;Monterola Abregu Wuilian Alfonso;Salazar Miranda Octavio Edilberto;Schaefer Cuculiza Karla Melissa;Arimborgo Guerra Tamar;Melgarejo Páucar María Cristina;Miyashiro Arashiro Marco Enrique"	""	"Educación, Juventud y Deporte"	true	LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA DACIÓN DE ALMUERZOS ESCOLARES A TODOS LOS ESTUDIANTES DE JORNADA ESCOLAR COMPLETA
