periodo	numero_periodo	numero_unico	estado	fecha_publicacion	fecha_actualizacion	legislatura	proponente	grupo_parlamentario	autores	adherentes	sectores	tiene_ley	titulo
2016-2021	05046	05046/2020-CR	En comisión	2020/04/21	2020/05/10	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Cayllahua Barrientos Wilmer;Ayquipa Torres Julia Benigna;Benites Agurto Alfredo;Cayguaray Gambini Luz Milagros;Gutarra Ramos Robledo Noé;Machaca Mamani Raúl;Rayme Marín Alcides;Retamozo Lezama María Cristina"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE PROMUEVE EL CRECIMIENTO Y LA COMPETITIVIDAD
2016-2021	05047	05047/2020-CR	Insistencia	2020/04/21	2020/10/01	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Retamozo Lezama María Cristina;Ayquipa Torres Julia Benigna;Benites Agurto Alfredo;Cayguaray Gambini Luz Milagros;Gutarra Ramos Robledo Noé;Machaca Mamani Raúl;Rayme Marín Alcides;Cayllahua Barrientos Wilmer"	""	"Economía, Banca, Finanzas e Inteligencia Financiera;Presupuesto y Cuenta General de la República"	true	LEY QUE SUSPENDE DE MANERA EXCEPCIONAL LA OBLIGACIÓN DE APORTAR AL SISTEMA NACIONAL DE PENSIONES, COMO MEDIDA PARA REDUCIR EL IMPACTO EN LA ECONOMÍA FAMILIAR
2016-2021	05048	05048/2020-CR	En comisión	2020/04/22	2020/05/08	Primera Legislatura Ordinaria 2020	Congreso	Fuerza Popular	"Ayasta de Díaz Rita Elena;Mesía Ramirez Carlos Fernando;Pichilingue Gomez Marcos Antonio;Vivanco Reyes Miguel Angel;Trujillo Zegarra Gilmer;Vigo Gutiérrez Widman Napoleón"	""	"Justicia y Derechos Humanos;Producción, Micro y Pequeña Empresa y Cooperativas"	true	LEY QUE SANCIONA EL ACAPARAMIENTO Y LA ESPECULACIÓN DE BIENES EN ESTADO DE EMERGENCIA O EMERGENCIA SANITARIA
2016-2021	05049	05049/2020-CR	Publicado El Peruano	2020/04/22	2020/08/26	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Yupanqui Miñano Mariano Andrés;Espinoza Rosales Rennan Samuel;Barrionuevo Romero Betto;Tocto Guerrero Felícita Madaleine;Aliaga Pajares Guillermo Alejandro Antonio;Vásquez Tan Grimaldo"	""	"Salud y Población"	true	LEY QUE ESTABLECE EL CAMBIO DE GRUPO OCUPACIONAL Y CAMBIO DE LÍNEA DE CARRERA, DEL PERSONAL ASISTENCIAL DEL MINISTERIO DE SALUD Y DE LAS UNIDADES EJECUTORAS DE SALUD DE LOS GOBIERNOS REGIONALES
2016-2021	05050	05050/2020-CR	En comisión	2020/04/22	2020/05/08	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Tocto Guerrero Felícita Madaleine;Yupanqui Miñano Mariano Andrés;Barrionuevo Romero Betto;Espinoza Rosales Rennan Samuel;Aliaga Pajares Guillermo Alejandro Antonio;Vásquez Tan Grimaldo"	""	"Justicia y Derechos Humanos"	true	LEY QUE MODIFICA EL ARTÍCULO 248 DEL CÓDIGO PROCESAL PENAL Y ESTABLECE EL OCULTAMIENTO DEL MENOR DE EDAD COMO MEDIDA DE PROTECCIÓN OBLIGATORIA EN CASOS DE DELITOS DE EXPLOTACIÓN SEXUAL INFANTIL
2016-2021	05051	05051/2020-CR	Dictamen	2020/04/22	2020/08/17	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Tocto Guerrero Felícita Madaleine;Espinoza Rosales Rennan Samuel;Aliaga Pajares Guillermo Alejandro Antonio;Barrionuevo Romero Betto;Dioses Guzmán Luis Reymundo;Yupanqui Miñano Mariano Andrés"	""	"Justicia y Derechos Humanos"	true	LEY QUE MODIFICA LOS ARTÍCULOS 384, 387, 389 Y 399 DEL CÓDIGO PENAL Y ESTABLECE CADENA PERPETUA PARA FUNCIONARIOS O SERVIDORES PÚBLICOS QUE COMETAN ILÍCITOS PENALES EN ESTADO DE EMERGENCIA, PANDEMIAS, FENÒMENOS O DESASTRE NATURAL
2016-2021	05052	05052/2020-CR	Dictamen	2020/04/23	2020/08/11	Primera Legislatura Ordinaria 2020	Congreso	Podemos Perú	"Urresti Elera Daniel Belizario;Luna Morales José Luis;Gupioc Rios Robinson Dociteo;Espinoza Velarde Yeremi Aron;Cabrera Vega María Teresa;Flores Villegas Johan"	""	"Educación, Juventud y Deporte"	true	LEY QUE GARANTIZA EL SERVICIO PÚBLICO ESENCIAL DE EDUCACIÓN Y SALUD EN CASO DE PANDEMIAS U OTRAS DECLARATORIAS DE ESTADOS DE EMERGENCIA NACIONAL O SANITARIAS QUE PONGAN EN RIESGO EL AÑO ESCOLAR
2016-2021	05053	05053/2020-CR	Dictamen	2020/04/23	2020/08/11	Primera Legislatura Ordinaria 2020	Congreso	Alianza Para el Progreso	"Omonte Durand Maria Del Carmen;Chehade Moya Omar Karim;Verde Heidinger Marco Antonio;Merino Lopez Omar;Combina Salvatierra Cesar Augusto;Gonzalez Cruz Moises"	""	"Educación, Juventud y Deporte"	true	LEY QUE GARANTIZA LA EDUCACIÓN SUPERIOR TECNOLÓGICA ANTE LA EMERGENCIA SANITARIA A CONSECUENCIA DEL COVID-19
2016-2021	05054	05054/2020-CR	Publicado El Peruano	2020/04/23	2020/07/23	Primera Legislatura Ordinaria 2020	Congreso	Alianza Para el Progreso	"Omonte Durand Maria Del Carmen;Chehade Moya Omar Karim;Combina Salvatierra Cesar Augusto;Merino Lopez Omar;Verde Heidinger Marco Antonio;Gonzalez Cruz Moises"	""	"Constitución y Reglamento"	true	LEY QUE MODIFICA LA LEY ORGÁNICA DE ELECCIONES RESPECTO AL SISTEMA ELECTORAL NACIONAL
2016-2021	05055	05055/2020-CR	Orden del Día	2020/04/23	2020/06/18	Primera Legislatura Ordinaria 2020	Congreso	Alianza Para el Progreso	"Omonte Durand Maria Del Carmen;Chehade Moya Omar Karim;Combina Salvatierra Cesar Augusto;Gonzalez Cruz Moises;Merino Lopez Omar;Verde Heidinger Marco Antonio"	""	"Trabajo y Seguridad Social"	true	LEY QUE OTORGA SEGURO DE VIDA PARA EL PERSONAL DE LA SALUD, POLICÍA NACIONAL Y FUERZAS ARMADAS QUE TRABAJAN EN LA EMERGENCIA SANITARIA ESTABLECIDA POR EL GOBIERNO PARA COMBATIR EL COVID-19
2016-2021	05056	05056/2020-CR	Dictamen	2020/04/23	2020/10/07	Primera Legislatura Ordinaria 2020	Congreso	Acción Popular	"Bajonero Olivas Wilmer Solis;García Oviedo Paul Gabriel;Llaulli Romero Freddy;Troyes Delgado Hans;Durand Bustamante Kenyon Eduardo;Pérez Ochoa Carlos Andrés"	""	"Descentralización, Regionalización, Gobiernos Locales y Modernización de la Gestión del Estado;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE HABILITA AL BANCO DE LA NACIÓN LA APERTURA AUTOMÁTICA DE UNA CUENTA DE AHORROS EN MONEDA NACIONAL, A LAS PERSONAS QUE SOLICITAN ANTE LA RENIEC EL DOCUMENTO NACIONAL DE IDENTIDAD (DNI)
2016-2021	05057	05057/2020-CR	En comisión	2020/04/23	2020/05/07	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Huamaní Machaca Nelly;Cayguaray Gambini Luz Milagros;Machaca Mamani Raúl;Núñez Marreros Jesús del Carmen;Rayme Marín Alcides;Retamozo Lezama María Cristina"	""	"Defensa Nacional, Orden Interno, Desarrollo Alternativo y Lucha Contra las Drogas;Justicia y Derechos Humanos"	true	LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA EL FORTALECIMIENTO DEL SISTEMA DE INVESTIGACIÓN Y CRIMINALÍSTICA
2016-2021	05058	05058/2020-CR	En comisión	2020/04/23	2020/05/05	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Huamaní Machaca Nelly;Cayguaray Gambini Luz Milagros;Machaca Mamani Raúl;Núñez Marreros Jesús del Carmen;Rayme Marín Alcides;Retamozo Lezama María Cristina"	""	"Presupuesto y Cuenta General de la República"	true	LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA EXTENDER HASTA 6 MESES MÁS LA ENTREGA DEL BONO YO ME QUEDO EN CASA POR S/, 380.00 ESTABLECIDO POR EL DECRETO DE URGENCIA 027-2020
2016-2021	05059	05059/2020-CR	En comisión	2020/04/23	2020/05/05	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Huamaní Machaca Nelly;Cayguaray Gambini Luz Milagros;Machaca Mamani Raúl;Núñez Marreros Jesús del Carmen;Rayme Marín Alcides;Retamozo Lezama María Cristina"	""	"Presupuesto y Cuenta General de la República"	true	LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA SUSPENDER POR EL PLAZO DE 6 MESES EL COBRO DE TRIBUTOS Y MULTAS, Y DE EJECUCIONES COACTIVAS POR PARTE DE LA SUNAT, SUNAFIL, INDECOPI, Y DEMÁS ORGANISMOS REGULADORES, Y DE LOS GOBIERNOS REGIONALES Y LOCALES, A PERSONAS NATURALES Y A MYPES
2016-2021	05060	05060/2020-CR	En comisión	2020/04/23	2020/06/16	Primera Legislatura Ordinaria 2020	Congreso	Fuerza Popular	"Silupu Inga María Luisa;Columbus Murata Diethell;Pinedo Achaca Liliana Angélica;Trujillo Zegarra Gilmer;Pichilingue Gomez Marcos Antonio;Vigo Gutiérrez Widman Napoleón"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE ESTABLECE LA TASA MÁXIMA DE INTERÉS EN LOS CRÉDITOS OTORGADOS EN EL MARCO DEL PROGRAMA REACTIVA PERÚ
2016-2021	05061	05061/2020-CR	Dictamen	2020/04/23	2020/08/11	Primera Legislatura Ordinaria 2020	Congreso	Unión por el Perú	"Mendoza Marquina Javier;Vega Antonio José Alejandro;Alarcón Tejada Edgar Arnold;Bartolo Romero María Isabel;Chavarría Vilcatoma Roberto Carlos;Mamani Barriga Jim Ali"	""	"Educación, Juventud y Deporte;Constitución y Reglamento"	true	LEY DE REDUCCIÓN EXCEPCIONAL DE PAGOS DE PENSIONES Y TRÁMITES ADMINISTRATIVOS EN INSTITUTOS Y UNIVERSIDADES POR LA EMERGENCIA SANITARIA COVID-19
2016-2021	05062	05062/2020-CR	Publicado El Peruano	2020/04/24	2020/08/26	Primera Legislatura Ordinaria 2020	Congreso	Fuerza Popular	"Vivanco Reyes Miguel Angel;Trujillo Zegarra Gilmer;Pichilingue Gomez Marcos Antonio;Silupu Inga María Luisa;Valer Collado Valeria Carolina;Vigo Gutiérrez Widman Napoleón"	""	"Salud y Población"	true	LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL CAMBIO DE GRUPO OCUPACIONAL Y CAMBIO DE LÍNEA DE CARRERA DEL PERSONAL PROFESIONAL Y TÉCNICO ADMINISTRATIVO QUE VIENEN REALIZANDO FUNCIONES ASISTENCIALES EN EL MINISTERIO DE SALUD, SUS ORGANISMOS PÚBLICOS Y LAS UNIDADES EJECUTORAS DE SALUD DE LOS GOBIERNOS REGIONALES Y MODIFICA EL DECRETO LEGISLATIVO 1153
2016-2021	05063	05063/2020-CR	Insistencia	2020/04/24	2020/10/01	Primera Legislatura Ordinaria 2020	Congreso	Fuerza Popular	"Vivanco Reyes Miguel Angel;Vigo Gutiérrez Widman Napoleón;Valer Collado Valeria Carolina;Trujillo Zegarra Gilmer;Silupu Inga María Luisa;Pichilingue Gomez Marcos Antonio"	""	"Economía, Banca, Finanzas e Inteligencia Financiera;Presupuesto y Cuenta General de la República"	true	LEY QUE DISPONE LA DEVOLUCIÓN DE LAS APORTACIONES A LOS QUE NO ALCANZARON LOS AÑOS MÍNIMOS DE APORTACIÓN DISPUESTO EN EL DECRETO LEY 19990 PARA OBTENER UNA PENSIÓN EN EL SISTEMA NACIONAL DE PENSIONES
2016-2021	05064	05064/2020-CR	En comisión	2020/04/24	2020/05/09	Primera Legislatura Ordinaria 2020	Congreso	Acción Popular	"Vásquez Becerra Jorge;Aguilar Zamora Manuel;Burga Chuquipiondo Ricardo Miguel;Rivera Guerra Walter Jesús;Saavedra Ocharán Mónica Elizabeth;Salinas López Franco"	""	"Trabajo y Seguridad Social;Presupuesto y Cuenta General de la República"	true	LEY QUE MODIFICA LA EDAD DE JUBILACIÓN DE LOS ASEGURADOS EN EL RÉGIMEN GENERAL DEL SISTEMA NACIONAL DE PENSIONES DEL DECRETO LEY 26504 Y LEY 29944
2016-2021	05065	05065/2020-CR	En comisión	2020/04/24	2020/05/09	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Retamozo Lezama María Cristina;Ayquipa Torres Julia Benigna;Rayme Marín Alcides;Machaca Mamani Raúl;Céspedes Cárdenas María Teresa;Núñez Marreros Jesús del Carmen;Retamozo Lezama María Cristina;Cayguaray Gambini Luz Milagros"	""	"Inclusión Social y Personas con Discapacidad"	true	LEY QUE MODIFICA EL ARTÍCULO 59 DE LA LEY 29973, LEY GENERAL DE LA PERSONA CON DISCAPACIDAD
2016-2021	05066	05066/2020-CR	Aprobado en Primera Votación	2020/04/24	2020/07/05	Primera Legislatura Ordinaria 2020	Congreso	Alianza Para el Progreso	"Chehade Moya Omar Karim;Combina Salvatierra Cesar Augusto;Meléndez Celis Fernando;Merino Lopez Omar;Rivas Ocejo Perci;Valdez Farías Luis Alberto"	""	"Constitución y Reglamento"	true	LEY QUE REFORMA EL ARTÍCULO 93 DE LA CONSTITUCIÓN POLÍTICA DEL ESTADO ELIMINANDO LA INMUNIDAD PARLAMENTARIA
2016-2021	05067	05067/2020-CR	En comisión	2020/04/24	2020/05/10	Primera Legislatura Ordinaria 2020	Congreso	Fuerza Popular	"Trujillo Zegarra Gilmer;Chávez Cossío Martha;Valer Collado Valeria Carolina;Vigo Gutiérrez Widman Napoleón;Columbus Murata Diethell;Pichilingue Gomez Marcos Antonio"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE PROMUEVE LA REACTIVACIÓN ECONÓMICA, RURAL Y URBANO MARGINAL CON LAS MUNICIPALIDADES A TRAVÉS DE NÚCLEOS EJECUTORES
2016-2021	05068	05068/2020-CR	Dictamen	2020/04/24	2020/08/11	Primera Legislatura Ordinaria 2020	Congreso	Acción Popular	"Rivera Guerra Walter Jesús;Burga Chuquipiondo Ricardo Miguel;Durand Bustamante Kenyon Eduardo;Inga Sales Leonardo;Lazo Villón Leslye Carol;Saavedra Ocharán Mónica Elizabeth;Vásquez Becerra Jorge"	""	"Educación, Juventud y Deporte;Constitución y Reglamento"	true	LEY QUE REDUCE EN FORMA DIFERENCIADA LAS PENSIONES EN INSTITUCIONES EDUCATIVAS PRIVADAS DE EDUCACIÓN BÁSICA Y/O SUPERIOR EN TODAS SUS MODALIDADES, A FIN DE REDUCIR EL IMPACTO EN LA ECONOMÍA PERUANA, POR LAS DISPOSICIONES DE PREVENCIÓN ESTABLECIDAS EN LA DECLARATORIA DE ESTADO DE EMERGENCIA NACIONAL ANTE LOS RIESGOS DE PROPAGACIÓN DEL COVID-19 Y NORMAS COMPLEMENTARIAS
2016-2021	05069	05069/2020-CR	Autógrafa	2020/04/24	2020/09/02	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Pérez Flores Jorge Luis;Espinoza Rosales Rennan Samuel;Acuña Peralta Humberto;Aliaga Pajares Guillermo Alejandro Antonio;Ayasta de Díaz Rita Elena;Barrionuevo Romero Betto;Campos Villalobos Rolando;Tocto Guerrero Felícita Madaleine;Yupanqui Miñano Mariano Andrés"	""	"Salud y Población"	true	LEY QUE ESTABLECE EL USO PRIORITARIO DE LA TELESALUD Y LA TELEMEDICINA PARA LA ATENCIÓN INTEGRAL DEL CÁNCER EN EL PERÚ
2016-2021	05070	05070/2020-CR	Publicado El Peruano	2020/04/24	2020/08/26	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Pérez Flores Jorge Luis;Espinoza Rosales Rennan Samuel;Acuña Peralta Humberto;Aliaga Pajares Guillermo Alejandro Antonio;Ayasta de Díaz Rita Elena;Barrionuevo Romero Betto;Campos Villalobos Rolando;Tocto Guerrero Felícita Madaleine;Yupanqui Miñano Mariano Andrés"	""	"Trabajo y Seguridad Social;Salud y Población"	true	LEY QUE MODIFICA EL ARTÍCULO 3 DE LA LEY 30555 LEY QUE INCORPORA AL RÉGIMEN LABORAL DEL DECRETO LEGISLATIVO 728 A LOS TRABAJADORES PROFESIONALES, NO PROFESIONALES, ASISTENCIALES Y ADMINISTRATIVOS DE ESSALUD QUE SE ENCUENTRAN BAJO EL RÉGIMEN DE CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS
2016-2021	05071	05071/2020-CR	Autógrafa	2020/04/24	2020/09/02	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Pérez Flores Jorge Luis;Espinoza Rosales Rennan Samuel;Acuña Peralta Humberto;Aliaga Pajares Guillermo Alejandro Antonio;Ayasta de Díaz Rita Elena;Barrionuevo Romero Betto;Campos Villalobos Rolando;Tocto Guerrero Felícita Madaleine;Yupanqui Miñano Mariano Andrés"	""	"Salud y Población"	true	LEY QUE ESTABLECE COMO POLÍTICA DE ESTADO LA DETECCIÓN TEMPRANA Y LA ATENCIÓN ONCOLÓGICA INTEGRAL DEL NIÑO Y DEL ADOLESCENTE EN EL PERÚ
2016-2021	05072	05072/2020-CR	Orden del Día	2020/04/27	2020/10/08	Primera Legislatura Ordinaria 2020	Congreso	Alianza Para el Progreso	"Valdez Farías Luis Alberto;Merino Lopez Omar;Combina Salvatierra Cesar Augusto;Chehade Moya Omar Karim;Ascona Calderón Walter Yonni;Rivas Ocejo Perci"	""	"Presupuesto y Cuenta General de la República;Salud y Población"	true	LEY QUE FACULTA A LOS GOBIERNOS REGIONALES Y LOCALES UTILIZAR HASTA EL 25% DE CANON, SOBRE CANON Y REGALÍAS MINERAS ANTE LA EMERGENCIA NACIONAL CONTRA EL COVID-19
2016-2021	05073	05073/2020-CR	En comisión	2020/04/27	2020/05/05	Primera Legislatura Ordinaria 2020	Congreso	Alianza Para el Progreso	"Meléndez Celis Fernando;Merino Lopez Omar;Combina Salvatierra Cesar Augusto;Ascona Calderón Walter Yonni;Chehade Moya Omar Karim;Acuña Peralta Humberto;Rivas Ocejo Perci"	""	"Presupuesto y Cuenta General de la República"	true	LEY QUE PRIORIZA LA ACTUALIZACIÓN, PROGRAMACIÓN Y PAGO EFECTIVO DE LA DEUDA SOCIAL MAGISTERIAL
2016-2021	05074	05074/2020-CR	En comisión	2020/04/27	2020/05/09	Primera Legislatura Ordinaria 2020	Congreso	Frente Amplio por Justicia, Vida y Libertad	"Ancalle Gutierrez José Luis;Bazán Villanueva Lenin Fernando;Checco Chauca Lenin Abraham;Fernández Chacón Carlos Enrique;Montoya Guivin Absalón;Quispe Apaza Yvan;Vásquez Chuquilin Mirtha Esther"	""	"Presupuesto y Cuenta General de la República;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE REGULA LA REMUNERACIÓN DE LOS ALTOS FUNCIONARIOS Y LAS AUTORIDADES DEL ESTADO PERUANO
2016-2021	05075	05075/2020-CR	En comisión	2020/04/27	2020/05/09	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Céspedes Cárdenas María Teresa;Ayquipa Torres Julia Benigna;Cayguaray Gambini Luz Milagros;Cayllahua Barrientos Wilmer;Gutarra Ramos Robledo Noé;Machaca Mamani Raúl;Núñez Marreros Jesús del Carmen;Rayme Marín Alcides;Rubio Gariza Richard"	""	"Constitución y Reglamento;Trabajo y Seguridad Social"	true	LEY QUE ESTABLECE LA INHABILITACIÓN PERMANENTE PARA FUNCIONARIOS Y SERVIDORES PÚBLICOS QUE DURANTE EL EJERCICIO DE SUS FUNCIONES REALICEN ACTOS QUE PERSIGAN UN FIN PROHIBIDO POR LEY O REGLAMENTO DURANTE LA EMERGENCIA COVID-19
2016-2021	05076	05076/2020-CR	Orden del Día	2020/04/27	2020/10/08	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Cayguaray Gambini Luz Milagros;Ayquipa Torres Julia Benigna;Cayllahua Barrientos Wilmer;Gutarra Ramos Robledo Noé;Machaca Mamani Raúl;Núñez Marreros Jesús del Carmen;Rayme Marín Alcides;Retamozo Lezama María Cristina;Rubio Gariza Richard"	""	"Agraria;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY PARA REACTIVAR EL SECTOR AGROPECUARIO Y MITIGAR EL IMPACTO ECONÓMICO NEGATIVO DE LA EMERGENCIA SANITARIA POR COVID-19
2016-2021	05077	05077/2020-CR	En comisión	2020/04/27	2020/05/10	Primera Legislatura Ordinaria 2020	Congreso	Frente Popular Agrícola del Perú	"Rubio Gariza Richard;Ayquipa Torres Julia Benigna;Cayguaray Gambini Luz Milagros;Gutarra Ramos Robledo Noé;Machaca Mamani Raúl;Núñez Marreros Jesús del Carmen;Rayme Marín Alcides;Retamozo Lezama María Cristina;Rubio Gariza Richard"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE ESTABLECE CRITERIOS PARA EL DESARROLLO DE LOS SECTORES VULNERABLES EN EL PROCESO DE REACTIVACIÓN DE LA ECONOMÍA NACIONAL
2016-2021	05078	05078/2020-CR	Publicado El Peruano	2020/04/27	2020/08/22	Primera Legislatura Ordinaria 2020	Congreso	Acción Popular	"Lazo Villón Leslye Carol;Bajonero Olivas Wilmer Solis;García Oviedo Paul Gabriel;Salinas López Franco;Inga Sales Leonardo;Burga Chuquipiondo Ricardo Miguel"	""	"Constitución y Reglamento"	true	LEY QUE ESTABLECE DISPOSICIONES TRANSITORIAS EN LA LEY DE ORGANIZACIONES POLÍTICAS REFERENTES A DEMOCRACIA INTERNA EN EL MARCO DE LA EMERGENCIA SANITARIA Y EMERGENCIA NACIONAL QUE AFECTA A LA NACIÓN COMO CONSECUENCIA DEL COVID-19
2016-2021	05079	05079/2020-CR	Publicado El Peruano	2020/04/27	2020/08/22	Primera Legislatura Ordinaria 2020	Congreso	Acción Popular	"Lazo Villón Leslye Carol;Rivera Guerra Walter Jesús;Salinas López Franco;Inga Sales Leonardo;Bajonero Olivas Wilmer Solis;García Oviedo Paul Gabriel;Burga Chuquipiondo Ricardo Miguel"	""	"Constitución y Reglamento"	true	LEY QUE INCORPORA DISPOSICIONES TRANSITORIAS ESPECIALES EN LA CONSTITUCIÓN PARA LAS ELECCIONES NACIONALES DEL AÑO 2021 EN EL MARCO DE LA EMERGENCIA SANITARIA Y EMERGENCIA NACIONAL QUE AFECTA A LA NACIÓN COMO CONSECUENCIA DEL COVID-19
2016-2021	05080	05080/2020-CR	Publicado El Peruano	2020/04/27	2020/08/22	Primera Legislatura Ordinaria 2020	Congreso	Acción Popular	"Lazo Villón Leslye Carol;Bajonero Olivas Wilmer Solis;Burga Chuquipiondo Ricardo Miguel;García Oviedo Paul Gabriel;Inga Sales Leonardo;Rivera Guerra Walter Jesús;Salinas López Franco"	""	"Constitución y Reglamento"	true	LEY QUE INCORPORA DISPOSICIONES TRANSITORIAS EN LA LEY ORGÁNICA DE ELECCIONES Y LA LEY 30996 PARA LAS ELECCIONES NACIONALES DEL AÑO 2021 EN EL MARCO DE LA EMERGENCIA SANITARIA Y EMERGENCIA NACIONAL QUE AFECTA A LA NACIÓN COMO CONSECUENCIA DEL COVID-19
2016-2021	05081	05081/2020-CR	En comisión	2020/04/27	2020/05/10	Primera Legislatura Ordinaria 2020	Congreso	Somos Perú	"Barrionuevo Romero Betto;Vásquez Tan Grimaldo;Dioses Guzmán Luis Reymundo;Yupanqui Miñano Mariano Andrés;Tocto Guerrero Felícita Madaleine;Espinoza Rosales Rennan Samuel"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE CREA EL IMPUESTO A LAS GANANCIAS
2016-2021	05082	05082/2020-CR	En comisión	2020/04/27	2020/05/09	Primera Legislatura Ordinaria 2020	Congreso	Fuerza Popular	"Lizana Santos Mártires;Vigo Gutiérrez Widman Napoleón;Pichilingue Gomez Marcos Antonio;Silupu Inga María Luisa;Valer Collado Valeria Carolina;Trujillo Zegarra Gilmer"	""	"Presupuesto y Cuenta General de la República;Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE CREA EL SEGURO SOCIAL DE SALUD Y EL SISTEMA NACIONAL DE PENSIONES A LOS TAXISTAS Y MOTOTAXISTAS
2016-2021	05083	05083/2020-CR	Autógrafa	2020/04/27	2020/09/25	Primera Legislatura Ordinaria 2020	Congreso	Fuerza Popular	"Lizana Santos Mártires;Trujillo Zegarra Gilmer;Pichilingue Gomez Marcos Antonio;Silupu Inga María Luisa;Valer Collado Valeria Carolina;Vigo Gutiérrez Widman Napoleón"	""	"Vivienda y Construcción;Constitución y Reglamento"	true	LEY QUE FAVORECE LA ADJUDICACIÓN DE LOTES A LA POBLACIÓN DE LAS REGIONES AFECTADAS POR EL FENÓMENO DEL NIÑO COSTERO
2016-2021	05084	05084/2020-CR	En comisión	2020/04/27	2020/08/05	Primera Legislatura Ordinaria 2020	Congreso	Unión por el Perú	"Chagua Payano Posemoscrowte Irrhoscopt;Chavarría Vilcatoma Roberto Carlos;Bartolo Romero María Isabel;Alarcón Tejada Edgar Arnold;Mendoza Marquina Javier;Vega Antonio José Alejandro"	""	"Constitución y Reglamento"	true	LEY QUE MODIFICA LOS ARTÍCULOS 40° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, EL 3° DE LA LEY N° 28175, LEY MARCO DEL EMPLEO PÚBLICO Y 38° DE LA LEY N° 30057,LEY DEL SERVICIO CIVIL
2016-2021	05085	05085/2020-CR	En comisión	2020/04/27	2020/05/08	Primera Legislatura Ordinaria 2020	Congreso	Alianza Para el Progreso	"Meléndez Celis Fernando;Rodas Malca Tania Rosalia;Combina Salvatierra Cesar Augusto;Chehade Moya Omar Karim;Valdez Farías Luis Alberto;Ascona Calderón Walter Yonni;Rivas Ocejo Perci"	""	"Economía, Banca, Finanzas e Inteligencia Financiera"	true	LEY QUE EXCLUYE A ESSALUD DEL ÁMBITO DE FONAFE
